,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0.0,-10.177646662807149,-10.177481896467713,-10.177476169273632,-10.176867093124969,-10.176821059433696,-10.176075305163398,-10.176070343972192,-10.17540563472594,-0.8573790334705123,-0.816957066998269,-0.816954812707224,-0.7118414278044392,-0.6789095752805838,-0.5846381773687637,-0.5540160034862694,-0.5540145134467257,-0.497286568447357,-0.4972848084335438,-0.4496890731752367,-0.44073466043510656,-0.38280911543516216,-0.37091819545369364,-0.36974856839719145,-0.369746792063692,-0.3484652760124658,-0.31220279756031716,-0.3122006767294913,-0.1585232573125561,-0.08968756761814962,0.08816267349252399,0.08816443353954267,0.1163178798242744,0.1425370746694417,0.17510704691288878,0.1751076371277761,0.18198282733121177,0.18198456470072416,0.21266017916612437,0.22512735856183658,0.23575114176486078,0.2633593267578527,0.39380358315929814,0.3977904615847808,0.4288827329583661,0.42888473723388804,0.4503195568537036,0.4765869590713683,0.47658747363449055,0.694834309334263,0.6948351140115242,0.7132699919922842,0.7236726459018966,0.7625995864739238,0.7626026363004419,0.7837630522123031,0.7910497905007586,0.8234652764779945,0.8354540181996903,0.8354543611308566,0.875441117453806,0.8852187044466231,0.9075353646144796,0.9276793776405126,0.9276809809251054,1.0320180367053655,1.0320193311001327,1.1056506979411107,1.1079982377043351,1.1079995465656094,1.1083167734714074,1.112643023885786,1.1514395054774882,1.3484576568417905,1.3507108976953799,1.3507119186712828,1.361812074000624,1.3690382220358321,1.3737281646251545,1.4537186777561257,1.4537188793332636,1.5789201180423482,1.57892236071233,1.6347091676339196,1.6437135018387796,1.7031730665447748,2.0502752545415817,2.0502772505749856,2.070693674172301
0.0625,-10.177646064556944,-10.177502834466484,-10.177452370555306,-10.17689467882672,-10.176792891350814,-10.176122689630045,-10.17602244109401,-10.175410557357027,-0.8572222108073748,-0.8218521400057798,-0.8117495427831621,-0.7144173527574315,-0.6760885765089008,-0.5844895286218332,-0.5560177503629227,-0.5534175485941248,-0.5052666690058337,-0.48775409927820484,-0.4529792866315896,-0.43749837421304455,-0.38330262836320406,-0.37231172702161813,-0.3706888278891949,-0.36745947958137826,-0.34870702728736813,-0.31930736600875115,-0.3046408117172339,-0.16188754767832914,-0.08616339249208152,0.07918698569339826,0.09642501803667582,0.11663586099326761,0.1424358638737334,0.1721013223704116,0.17491373418530215,0.18001411647976803,0.18780972682665445,0.21234592615621914,0.2218885967599505,0.23838401247738444,0.26436968605722666,0.39418656136179264,0.3992591562857288,0.4224629254412213,0.4321718198725539,0.45025910542323827,0.46408011024375806,0.4915951703628736,0.6795391357268361,0.7088412569101493,0.7121263369903427,0.7238220821145678,0.757831661938059,0.76769318192801,0.7846230728654492,0.7907512448844908,0.8235324842237278,0.8318543051916104,0.8398453626881914,0.8700960477205955,0.8905265266550965,0.907216695064662,0.9185619562259271,0.9352800851408523,1.0305795105690767,1.03432274087636,1.1038241215283604,1.1065480381332293,1.1082272289983255,1.1097356942168695,1.1139282521530762,1.1486536136739907,1.3462656740126913,1.3501511359874263,1.354813093153338,1.3560162850593254,1.3737522673524447,1.3753800815474237,1.4496241801231649,1.456979178309113,1.574726224643166,1.5836595196016081,1.6344334695960163,1.6407693512835282,1.7071608312083242,2.0330284974049038,2.0635887263124295,2.0709305861721656
0.125,-10.177644269999591,-10.17752373609399,-10.177422973600109,-10.17693660604456,-10.176749246618934,-10.176172024750738,-10.175971553696186,-10.175425074444274,-0.856751356038049,-0.826435777400182,-0.8062356410006227,-0.7204840069875128,-0.6692887813264039,-0.5840441153898671,-0.5586956211165297,-0.5552712700329842,-0.5106080026895562,-0.4774520120510268,-0.4586862459214533,-0.4319525908177545,-0.38480711182200966,-0.3751703688641532,-0.37000065618864847,-0.3654238072383729,-0.34939292119437176,-0.3259564634272159,-0.2966262240829611,-0.17040929074388975,-0.07716577589153384,0.06953067496494106,0.10394478040799245,0.1175820953445038,0.14212325085036184,0.16641406397064018,0.17448988932829673,0.1813611310759203,0.19453082255066712,0.2114344919149708,0.21592427860813496,0.24245010536724415,0.26736687489989447,0.3963081014644843,0.4027929855990137,0.41175372581916797,0.4336972463677433,0.45008650307157416,0.455809999657543,0.5068661689329907,0.6634664917928251,0.7087394394284523,0.7214112431121843,0.7242706745127026,0.7533827814289554,0.7731096399845402,0.7871924876163124,0.789852997503726,0.8237105606807043,0.8290355952368095,0.8450008342564288,0.8617397679978536,0.898755831861561,0.9062470372947409,0.9081359498972875,0.9412114757621431,1.0301473003516501,1.0373849786232732,1.099997848108382,1.1054218697508358,1.1079583345829616,1.111690570987564,1.1161547185290719,1.140799113901019,1.3416304569006547,1.3483526882829457,1.3548595313752065,1.3584866536754325,1.373848158513953,1.384695665323787,1.44486239728215,1.4591837300083508,1.5713675961898652,1.588713755584644,1.633562420809117,1.6336084664033494,1.7175520941464744,2.0119001049404157,2.0716350986554035,2.07323117181096
0.18750000000000003,-10.177641282776495,-10.177542289468894,-10.177390566072798,-10.176979745565943,-10.176703342057317,-10.176221027863587,-10.175920015721724,-10.175448508717766,-0.8559659617118748,-0.8307051055758946,-0.8004171182653002,-0.7279471248714275,-0.6606103579788244,-0.5833036478902045,-0.5616449894619716,-0.5602634401758715,-0.5125875007769036,-0.4668434234550914,-0.4647859109471871,-0.42611933098210325,-0.3873831450259482,-0.37833738805131434,-0.36885354936261006,-0.3636131721978578,-0.35041756214242537,-0.33214821128572425,-0.28816007896402773,-0.18140055200630503,-0.06539368795860223,0.05923724022587735,0.11070647522324119,0.11913475168912677,0.1415728022420662,0.16046753349742254,0.17448905231402104,0.1835688188884103,0.20148545824459,0.20957385900770945,0.21000300616824408,0.2454330199545456,0.2722648381711951,0.3976120544083046,0.4010411149039393,0.4077164969687622,0.4341806849561881,0.4498220305335575,0.45133969145656744,0.5201975148731824,0.6478694165030779,0.7032332307045915,0.7250191942084895,0.7325692485155216,0.7492522443138279,0.7788517881224359,0.7883469900829221,0.7914381017298585,0.8239392359346853,0.8269531458196561,0.8508492175969151,0.8531160865450532,0.8966642141097177,0.9045873921712135,0.9071174768691247,0.9453882543916925,1.03090015107874,1.041121046509787,1.0953409694532048,1.1046329524858784,1.1074946737092854,1.1137671160184694,1.1182151772986173,1.1291560814049422,1.3370283716695164,1.341351732015494,1.3615929922587404,1.3617014290912295,1.3741519291799222,1.3944735749199146,1.4395494741382826,1.4600755336512454,1.5691784405762712,1.5939094813189807,1.6245258056424996,1.6322396778625403,1.7320600912581523,1.987308100124925,2.072785694935851,2.079672329961933
0.25,-10.177637116524433,-10.177558724791623,-10.177355386845711,-10.17702296497882,-10.176656465436537,-10.176269791335404,-10.175867869205884,-10.17547983801907,-0.8548655527396649,-0.8346586320337314,-0.79429808076233,-0.7358586094116658,-0.6510122852652995,-0.5822712376506802,-0.567942451132643,-0.5646478191162283,-0.5116281941960775,-0.47095463401136467,-0.45621730827922785,-0.42031808924612324,-0.3910978553876705,-0.38182129908495505,-0.3672474567709617,-0.36199624775072353,-0.3516440090618878,-0.33788216080506805,-0.2792452966869248,-0.19319433956689744,-0.052531937453373784,0.048355250378850814,0.11670543623339574,0.12126135103663893,0.14074258208351265,0.15469339910889202,0.17506023856693428,0.18616013842578896,0.20341198558671078,0.208141674407779,0.2084935159357179,0.24663926974999487,0.27895423137930897,0.38189332915676655,0.4076099586978975,0.4148521817213222,0.4339057971492361,0.44910738042425413,0.44948312817680847,0.5286326790033213,0.6353406324349322,0.6957934486015535,0.7260686473325425,0.74241264731003,0.7454377066049352,0.7849201109790386,0.7862190023136035,0.7973016116424592,0.8241460733285699,0.825528952334744,0.8445519464428745,0.8572639884396982,0.8844480176764915,0.9021797619454794,0.9152102311318981,0.9477876129593613,1.033041376200496,1.0454495691028134,1.0901619198023118,1.1041718689915687,1.1066171209625855,1.1154824962209708,1.1158452009913475,1.1198764169040214,1.332721373182069,1.3353279099395996,1.3644285684275863,1.3684891825263785,1.3755542652406723,1.4043699701606418,1.4337543824354815,1.4594175867514818,1.5684579657204625,1.599101255955155,1.615029801427301,1.6303387915265202,1.7495081816940994,1.9599814792730381,2.0743378820601244,2.083455739351907
0.3125,-10.177631799026573,-10.177573284077933,-10.17731781748882,-10.17706608464771,-10.176609000321095,-10.176318398980374,-10.175815262826408,-10.175517796392144,-0.8534494574384757,-0.8382955878205524,-0.7878838688103516,-0.7438433418662574,-0.6408871934356276,-0.5809516160954211,-0.577288723419253,-0.5675810670099501,-0.5087266548079616,-0.47708413844036296,-0.44577990431756326,-0.41464939070525636,-0.39598780020001895,-0.385625156178896,-0.3651824609840419,-0.36053813343929536,-0.3529466008173281,-0.3431580620579744,-0.2698861621124073,-0.20508182051236096,-0.039313616525121116,0.036938121338914845,0.12194965571840306,0.12392356547645059,0.13957815015827135,0.1491954495211737,0.17626507812354897,0.18897847641219587,0.1976676631182947,0.20593222249081225,0.21543237972269527,0.24591432811007666,0.28732156584614216,0.3658599968925211,0.4135333146082779,0.42639330676030907,0.432948679210357,0.44804817302739813,0.44907973923879346,0.5284131463452151,0.6296551415085838,0.6866547217980746,0.7274200820801607,0.7419368879110424,0.7510614108647192,0.7834479549895261,0.7913137599248787,0.8046959362747773,0.8242725173750394,0.8246582230998382,0.8361524795714659,0.8640579120995451,0.8718126520898053,0.8989595924508387,0.9228276777289071,0.9484453150194104,1.0367887749799178,1.050282423697283,1.0846051805870973,1.0992229979158488,1.1040120293371476,1.1073278017529058,1.1177912847424298,1.1210716120097521,1.3289727944663114,1.3304372596819054,1.3666776832227956,1.371485966724104,1.3812642401890336,1.4141405178553097,1.4275010946815387,1.4570650766120095,1.569391222071215,1.6041669446773468,1.6057165393723372,1.6279202342739538,1.769458148417906,1.9308589356985861,2.0762161534488652,2.0851304523049192
0.37500000000000006,-10.177625378964677,-10.17758615040686,-10.17727837366876,-10.177109035530714,-10.176561186757988,-10.176366880343565,-10.175762501602112,-10.175561032889266,-0.8517172800321869,-0.8416155191926892,-0.7811813266554709,-0.751736070355864,-0.6304254568920077,-0.5875122300629324,-0.5793513533928107,-0.5703708442308092,-0.5046541412233514,-0.4831068254431307,-0.4357010462640963,-0.4091670012300079,-0.4020333898024416,-0.38974647018729275,-0.36265869390267763,-0.3592005938988572,-0.35424226536672393,-0.3479756671928461,-0.26008896815639215,-0.21678484603422107,-0.026047252132254246,0.025043050923868857,0.12646021607833358,0.12708217500198013,0.13801623230678284,0.14401958063146722,0.1781358326449436,0.19192326687246744,0.1924619736929018,0.20344360359732896,0.22217479885381156,0.24341817574107297,0.2972553122007883,0.35019022720191917,0.4183796505574424,0.4313157850213958,0.4421377642174451,0.4476321942320043,0.4486333492181533,0.5181867665151787,0.6324678790342184,0.6761076283719765,0.7290745768827505,0.7387477322287361,0.7586334903201123,0.7800054203274587,0.7980301095999678,0.8135008740523731,0.8242189634437376,0.8242932130194446,0.8279733341268778,0.8590913850316546,0.8709903405709529,0.894877007144046,0.929788903739287,0.9474473695110079,1.042364622398756,1.0555294017500472,1.0787915458896955,1.0849546906454774,1.1041149095903593,1.1062558448192399,1.1194729977916045,1.1217698031859444,1.3260458303442184,1.326796204632285,1.368465714148052,1.3718182484749937,1.3894789904057914,1.42078324359156,1.4235568436946873,1.4530118708584838,1.5720212297865117,1.5969359276541637,1.6090126893694445,1.6250026916152538,1.7917568215379673,1.9009892264847639,2.0783105733992735,2.0852238496770568
0.43750000000000006,-10.177618030503062,-10.177597310298482,-10.17723775451341,-10.177151556925866,-10.176513334682276,-10.176415087363809,-10.175710057829203,-10.175608169043482,-0.8496684235442635,-0.8446177402954957,-0.7741997137129248,-0.7594540727928918,-0.6197464678295864,-0.5981531622302629,-0.577479197725908,-0.5729699771173535,-0.4998548921355551,-0.48896085608117906,-0.42613667204117567,-0.4091569728827224,-0.4039087222681472,-0.39417726499328787,-0.35967619589936956,-0.35794260545451745,-0.35549838504124737,-0.352334684231246,-0.24986285914634898,-0.22818421791061388,-0.012888141049269447,0.01273038811407592,0.130271194063353,0.13070078787296005,0.13598905269084718,0.13919541255454793,0.1806905277590373,0.1878692392681843,0.19491223513573036,0.20073706841455846,0.2285675177737913,0.23946907908116552,0.3086428272920026,0.33527307123255945,0.42253026389151793,0.42901515640185695,0.4476006066757728,0.4481893204154264,0.4607870965160823,0.5010649880223321,0.6411975898449591,0.6645415590781978,0.731033275347514,0.7358684405752981,0.7652336605866283,0.7758548179714678,0.805064243201918,0.8200503595362928,0.823559398651613,0.8240828966989189,0.8242239829133072,0.8466103189223607,0.8777879671233879,0.8899266437455295,0.9359132260774005,0.9449197758341028,1.0499649679096574,1.0611023478713368,1.071477766643864,1.0728487910055857,1.1044347692634566,1.1055361964820811,1.1207758033810618,1.1219535519074149,1.3241975561283332,1.3245071441718803,1.369834607146483,1.3715059110251273,1.3978525418170573,1.4135896025626276,1.4323974247272417,1.4473896245458038,1.5762700710386304,1.5889444439184781,1.61357017353299,1.6216124938602696,1.8163148851435178,1.8714048020057783,2.0804764612447824,2.0842182695970592
0.5,-10.17761226681337,-10.177604335883048,-10.177203244256216,-10.177186665897946,-10.17647251057698,-10.176456024666654,-10.175662250484187,-10.175654273357951,-0.8473042472927041,-0.8472997899032815,-0.766954192986579,-0.7669484434672437,-0.6089514401816886,-0.6089509184349617,-0.5753483588655003,-0.5753452231284851,-0.4945772532734752,-0.4945733507498203,-0.41724108441762164,-0.4172363712073333,-0.39890644777101697,-0.39890196478593604,-0.35672297557301463,-0.3567207310617259,-0.3562368746465231,-0.3562328931775735,-0.23922463056065624,-0.23921774754324124,6.092079899267e-05,6.667480640625718e-05,0.13342645005777473,0.13343092992712724,0.13474650311507053,0.13474875810399506,0.1839326526803402,0.18394121809041147,0.19787041461182528,0.1978744927817385,0.23441377699042312,0.23441747126167412,0.32135861743656197,0.3213670517838341,0.4260439397587752,0.42610815338825914,0.44779951693538145,0.44783497355986374,0.48101379135617445,0.481026246064092,0.6525509039788966,0.6525570844712384,0.7332954519203072,0.7332994236166633,0.7709478294771744,0.7709524043568656,0.8124050747576258,0.8124114551579693,0.8241183348695629,0.8241277486013583,0.8346724243947926,0.8346772956071838,0.8841738150260687,0.8841815738919365,0.9410144041487821,0.9410204321443563,1.0596774114342145,1.0597130170989881,1.0669001850558082,1.0669209849145613,1.1049208072843615,1.1049257175219172,1.1216124704829407,1.1216226352989278,1.323626291357424,1.3236603588612859,1.3708259488350367,1.3708467206952697,1.4059029220543362,1.4059576359992227,1.4404203605772996,1.440436192947987,1.581959485318378,1.5819992592422814,1.6177795336813818,1.6177932687481396,1.8429499834747005,1.8430040874574023,2.0825198826871176,2.082534613382644
0.5625,-10.177618030503062,-10.17759731029848,-10.177237754513408,-10.177151556925862,-10.176513334682282,-10.176415087363809,-10.175710057829214,-10.175608169043489,-0.849668423544261,-0.8446177402954933,-0.7741997137129246,-0.7594540727928895,-0.6197464678295863,-0.5981531622302594,-0.5774791977259056,-0.5729699771173518,-0.49985489213555334,-0.4889608560811782,-0.42613667204117384,-0.40915697288272007,-0.403908722268146,-0.39417726499328753,-0.35967619589937094,-0.3579426054545185,-0.3554983850412485,-0.35233468423124653,-0.24986285914634954,-0.22818421791061436,-0.012888141049270316,0.01273038811407448,0.13027119406336035,0.13070078787295739,0.13598905269085607,0.1391954125545516,0.18069052775905506,0.18786923926822113,0.1949122351357027,0.20073706841454111,0.22856751777379725,0.2394690790811872,0.3086428272921093,0.3352730712326573,0.4225302638916589,0.4290151564019204,0.4476006066757155,0.4481893204153868,0.460787096516204,0.5010649880226364,0.6411975898449616,0.6645415590781995,0.7310332753475208,0.7358684405753045,0.765233660586628,0.7758548179714719,0.8050642432019253,0.8200503595362978,0.8235593986516406,0.8240828966989242,0.8242239829133126,0.8466103189223865,0.8777879671233816,0.8899266437455224,0.9359132260774079,0.9449197758341104,1.0499649679096097,1.0611023478713686,1.0714777666437583,1.0728487910056443,1.1044347692634555,1.1055361964820731,1.1207758033810662,1.1219535519074333,1.3241975561287007,1.3245071441720737,1.3698346071465102,1.3715059110251329,1.3978525418170014,1.4135896025625374,1.4323974247272802,1.4473896245458264,1.5762700710387119,1.5889444439186318,1.6135701735329513,1.6216124938602106,1.816314885143813,1.8714048020064167,2.08047646124545,2.0842182695977463
